-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
3.440002,-2.32,30.06
3.440002,-2.32,30.06
3.440002,-2.32,30.06
3.440002,-2.32,30.06
118.79,-0.3260002,95.51
41.77,-2.07,62.9
47.15,-1.39,-15.67
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
118.79,-0.3260002,95.51
86.41,-1.16,45.43
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
3.440002,-2.32,30.06
3.440002,-2.32,30.06
86.41,-1.16,45.43
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
41.77,-2.07,62.9
86.41,-1.16,69.74
86.41,-1.16,69.74
86.41,-1.16,69.74
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
41.77,-2.07,62.9
32.85,-2.07,70.02
103.44,-1.42,18.7
118.27,-1.42,45.22
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
41.77,-2.07,62.9
32.85,-2.07,70.02
41.77,-2.07,62.9
86.41,-1.16,69.74
41.77,-2.07,62.9
41.77,-2.07,62.9
41.77,-2.07,62.9
118.79,-0.3260002,95.51
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
41.77,-2.07,62.9
41.77,-2.07,62.9
75.54,-1.39,0.9899979
32.85,-2.07,70.02
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
118.79,-0.3260002,95.51
103.44,-1.42,18.7
118.27,-1.42,45.22
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
3.440002,-2.32,30.06
3.440002,-2.32,30.06
41.77,-2.07,62.9
41.77,-2.07,62.9
41.77,-2.07,62.9
41.77,-2.07,62.9
118.79,-0.3260002,95.51
118.79,-0.3260002,95.51
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
86.41,-1.16,69.74
86.41,-1.16,69.74
86.41,-1.16,69.74
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
86.41,-1.16,96.55
118.79,-0.3260002,95.51
-17.54,-2.04,-13.28
86.41,-1.16,69.74
86.41,-1.16,69.74
86.41,-1.16,45.43
118.79,-0.3260002,95.51
118.27,-1.42,45.22
103.44,-1.42,18.7
103.44,-1.42,18.7
75.54,-1.39,0.9899979
47.15,-1.39,-15.67
47.15,-1.39,-15.67
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
41.77,-2.07,62.9
-17.54,-2.04,-13.28
86.41,-1.16,76.18
86.41,-1.16,76.18
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
3.440002,-2.32,30.06
75.54,-1.39,0.9899979
41.77,-2.07,62.9
41.77,-2.07,62.9
41.77,-2.07,62.9
41.77,-2.07,62.9
32.85,-2.07,70.02
-17.54,-2.04,-13.28
86.41,-1.16,45.43
86.41,-1.16,69.74
86.41,-1.16,69.74
86.41,-1.16,69.74
86.41,-1.16,69.74
118.27,-1.42,45.22
75.54,-1.39,0.9899979
47.15,-1.39,-15.67
47.15,-1.39,-38.18
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
47.15,-1.39,-15.67
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
86.41,-1.16,45.43
86.41,-1.16,76.18
47.15,-1.39,-38.18
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
41.77,-2.07,62.9
86.41,-1.16,76.18
86.41,-1.16,69.74
86.41,-1.16,76.18
118.79,-0.3260002,95.51
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
86.41,-1.16,69.74
118.27,-1.42,45.22
103.44,-1.42,18.7
103.44,-1.42,18.7
118.27,-1.42,45.22
103.44,-1.42,18.7
103.44,-1.42,18.7
103.44,-1.42,18.7
118.27,-1.42,45.22
103.44,-1.42,18.7
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-15.67
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
47.15,-1.39,-38.18
47.15,-1.39,-15.67
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-15.67
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
86.41,-1.16,69.74
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-38.18
-17.54,-2.04,-13.28
-17.54,-2.04,-13.28
47.15,-1.39,-38.18
-17.54,-2.04,-13.28
86.41,-1.16,96.55
47.15,-1.39,-38.18
47.15,-1.39,-38.18
47.15,-1.39,-15.67
47.15,-1.39,-38.18
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
75.54,-1.39,0.9899979
47.15,-1.39,-15.67
75.54,-1.39,0.9899979
-17.54,-2.04,-13.28
86.41,-1.16,45.43
86.41,-1.16,69.74
86.41,-1.16,69.74
86.41,-1.16,96.55
103.44,-1.42,18.7
47.15,-1.39,-38.18
47.15,-1.39,-38.18
-17.54,-2.04,-13.28
41.77,-2.07,62.9
